501646990,ADARSOL - ASSOCIAÇÃO PARA O DESENVOLVIMENTO DE ATIVIDADES RELACIONADAS COM A SOLIDARIEDADE,PORTO
504402331,ADASM - ASSOCIAÇÃO DE DESENVOLVIMENTO E APOIO SOCIAL DE MEINEDO,MEINEDO
505085615,ADAV - ASSOCIAÇÃO DE DEFESA E APOIO DA VIDA - AVEIRO,AVEIRO
508969174,ADBRAVA ASSOCIAÇÃO DE DESENVOLVIMENTO DA RIBEIRA BRAVA,RIBEIRA BRAVA
507846273,ADDHU - ASSOCIAÇÃO,LISBOA
504379356,ADDIM - ASSOCIAÇÃO DEMOCRÁTICA DE DEFESA DOS INTERESSES E DA IGUALDADE DAS MULHERES,PORTO
501184945,ADECO - ASSOCIAÇÃO DE DESENVOLVIMENTO COMUNITÁRIO,LISBOA
511116144,ADECOM ASSOC DE DESENVOLVIMENTO COMUNITARIO DO MONTE,SE
503609528,ADEGRIL-ASSOCIAÇÃO DE DESENVOLVIMENTO DO GRILO,GRILO
511067453,ADENORMA ASSOC DE DESENVOLVIMENTO DA COSTA NORTE DA MADEIRA,SÃO VICENTE
501096124,ADEP - ASSOCIAÇÃO DE ESTUDO E DEFESA DO PATRIMONIO HISTORICO-CULTURAL DE CASTELO DE PAIVA,CASTELO DE PAIVA
504202340,ADESBA ASSOC DESENVOLVIMENTO E BEM ESTAR SOCIAL DA FREGUESIA DA BARREIRA,BARREIRA
505933870,ADESER II ASSOCIAÇÃO PARA O DESENVOLVIMENTO ECONOMICO E SOCIAL DA REGIÃO DA MARINHA GRANDE IPSS,CASAL DO MALTA
501356193,"ADESQ - ASSOCIAÇÃO DE DESENVOLVIMENTO SOCIAL, CULTURAL E DESPORTIVA DE QUILHO",MORTÁGUA
502182202,"ADESTA - ASSOCIAÇÃO DE DESENVOLVIMENTO SOCIAL, CULTURAL E DESPORTIVA DA FREGUESIA DE TAPEUS",TAPÉUS
509655920,ADI - ASSOCIAÇÃO DE SOLIDARIEDADE SOCIAL DE DUAS IGREJAS,DUAS IGREJAS PRD
504000349,"ADIC - ASSOCIAÇÃO DE DEFESA DO IDOSO E DA CRIANÇA DE VILARINHO, LOUSÃ",VILARINHO
507541197,"ADISCREP - ASSOCIAÇÃO PARA O DESENVOLVIMENTO INTEGRADO SÓCIO-CULTURAL, RECREATIVO E ECONÓMICO DE PENAFIEL",PENAFIEL
502507764,ADM ESTRELA - ASSOCIAÇÃO SOCIAL E DESENVOLVIMENTO,VALE DE ESTRELA
513720723,ADOLESCERE - ASSOCIAÇÃO DE APOIO À CRIANÇA E AO ADOLESCENTE,BRAGA
507228570,ADONIA ASSOCIAÇÃO,PALMELA
504534181,ADRA - ASSOCIAÇÃO ADVENTISTA PARA O DESENVOLVIMENTO RECURSOS E ASSISTÊNCIA,LISBOA
509676383,ADVA - ASS ASSOCIAÇÃO DE DESENVOLVIMENTO DE VALE DE AFONSINHO - ASSOCIAÇÃO DE SOLIDARIEDADE SOCIAL,VALE DE AFONSINHO
504605321,ADVITA - ASSOCIAÇÃO PARA O DESENVOLVIMENTO DE NOVAS INICIATIVAS PARA A VIDA,LISBOA
513857656,AEBIPB- ASSOCIAÇÃO DOS ESTUDANTES BRASILEIROS DO INSTITUTO POLITECNICO DE BRAGANÇA,SÉ
503842141,AEDS - ASSOCIAÇÃO DE EDUCAÇÃO E DESENVOLVIMENTO SOCIAL,PORTO
515107174,AEENSP-NOVA - ASSOCIAÇÃO DE ESTUDANTES DA ESCOLA NACIONAL DE SAUDE PUBLICA DA UNIVERSIDADE NOVA DE LISBOA,LISBOA
508147794,AEESENFP - ASSOCIAÇÃO DE ESTUDANTES DA ESCOLA SUPERIOR DE ENFERMAGEM DO PORTO,PORTO
514128410,AEESHTPP - ASSOCIAÇÃO DE ESTUDANTES DA ESCOLA SUPERIOR DE HOTELARIA E TURISMO DO POLITECNICO DO PORTO,VILA DO CONDE
504157132,AEGIA ASSOC DE ENGENHARIA E GESTÃO INDUSTRIAL DE AVEIRO,AVEIRO
509341969,AEPM - ASSOCIAÇÃO EQUITERAPÊUTICA DO PORTO E MATOSINHOS,LEÇA DA PALMEIRA
509930123,AETN - ASSOCIAÇÃO DE ESCLEROSE TUBEROSA EM PORTUGAL,CASCAIS
505497689,AFACIDASE ASSOCIAÇÃO DE FAMILIARES E AMIGOS DO CIDADÃO COM DIFICULDADES DE ADAPTAÇÃO DA SERRA DA ESTRELA,MANTEIGAS
511159854,AFARAM ASSOCIAÇÃO DE FAMILIARES E AMIGOS DO DOENTE MENTAL DA R A M,FUNCHAL
504001965,AFAS ASSOC DE FAMILIAS E AMIGOS DOS SURDOS,LISBOA
509301878,AFECTOS COM LETRAS- ASSOCIAÇÃO PARA O DESENVOLVIMENTO PELA FORMAÇÃO SAUDE E EDUCAÇÃO,POMBAL
513825240,AFEHVC - ACADEMIA DE FORMAÇÃO EQUESTRE E HIPOTERAPIA DE VALONGO E CAMPO - ASSOCIAÇÃO,VALONGO
510754899,AFMMT - ASSOCIAÇÃO DE SAÚDE MENTAL DO MÉDIO TEJO,TOMAR
504241311,AFONSINA - TUNA DE ENGENHARIA DA UNIVERSIDADE DO MINHO,AZUREM
506858049,AFS - ASSOCIAÇÃO FAMILIA E SOCIEDADE,LISBOA
510107036,AFUL - ASSOCIAÇÃO DA FREGUESIA DE UL,UL
509192432,"AGIR LAMEGO - ASSOCIAÇÃO DE GERAÇÕES, INOVAÇÃO E REQUALIFICAÇÃO DE LAMEGO",LAMEGO
510678360,AGIRAR - ASSOCIAÇÃO DE FAMILIARES E AMIGOS DE PESSOAS COM PSICOSE,VILA NOVA DE GAIA
509441130,AGORAVEIRO - ASSOCIAÇÃO PARA A PROMOÇÃO DO CIDADÃO ACTIVO,AVEIRO
501632484,AGROBIO - ASSOCIAÇÃO PORTUGUESA DE AGRICULTURA BIOLÓGICA,LISBOA
501198580,AHBVBPF - ASSOCIAÇÃO HUMANITÁRIA DE BOMBEIROS VOLUNTÁRIOS BEATO E PENHA DE FRANÇA,LISBOA
510587232,AHBVCE - ASSOCIAÇÃO HUMANITARIA BOMBEIROS VOLUNTARIOS DO CONCELHO DE ESPINHO,ESPINHO
508361923,AHEAD - ASSOCIAÇÃO HUMANITARIA PARA A EDUCAÇÃO E APOIO AO DESENVOLVIMENTO,LISBOA
513247718,AHPV - ASSOCIAÇÃO HIPICA E PSICOMOTORA DE VISEU,VIL DE SOITO
509508570,AIA - ASSOCIAÇÃO PARA A INCLUSÃO E APOIO AO AUTISTA,PALMEIRA
510718264,AIAR - ASSOCIAÇÃO DE DESENVOLVIMENTO PELA CULTURA,ELVAS
509606040,AICVN - ASSOCIAÇÃO DE INTERVENÇÃO COMUNITARIA DE VENDAS NOVAS,VENDAS NOVAS
507501063,AIDGLOBAL - ACÇÃO E INTEGRAÇÃO PARA O DESENVOLVIMENTO GLOBAL - ONGD,LISBOA
513018913,AIJA- ASSOCIAÇÃO PARA A INCLUSÃO DE JOVENS E ADULTOS,LORDELO
501650296,AIPAR - ASSOCIAÇÃO DE PROTEÇÃO À RAPARIGA E À FAMÍLIA,FARO
506220630,AIPNE ASSOCIAÇÃO PARA A INTEGRAÇÃO DE PESSOAS COM NECESSIDADES ESPECIAIS,ALVERCA
504874683,AIREV - ASSOCIAÇÃO PARA A INTEGRAÇÃO E REABILITAÇÃO SOCIAL DE CRIANÇAS E JOVENS DEFICIENTES DE VIZELA,CALDAS DE VIZELA
506501620,AIRP - ASSOCIAÇÃO DOS IDOSOS E REFORMADOS DA FREGUESIA DO POCEIRÃO,POCEIRÃO
509379680,AJGASTAGUS - ASSOCIAÇÃO JUVENIL GRUPO DE ACCÇÃO SOCIAL DO TAGUS,CARNAXIDE
514034840,AJKP - ASSOCIAÇÃO JUVENIL KARATE PORTUGAL,GUIMARÃES
509990916,AJL - ASSOCIAÇÃO DE JAZZ DE LEIRIA,LEIRIA
902204556,AJMC - ASSOCIAÇÃO DE JOVENS MADEIRENSES CONECTADOS,ESTREITO DA CALHETA
517282755,AJME - ASSOCIAÇÃO JUVENIL MEMORIA EUROPEIA,GUIMARÃES
503062383,"AJPAS - ASSOCIAÇÃO DE INTERVENÇÃO COMUNITÁRIA, DESENVOLVIMENTO SOCIAL E DE SAÚDE",AMADORA
508617910,AJUDA AMIGA - ASSOCIAÇÃO DE SOLIDARIEDADE E DE APOIO AO DESENVOLVIMENTO,AGUALVA-CACÉM
504296442,AJUDA DE BERÇO - ASSOCIAÇÃO DE SOLIDARIEDADE SOCIAL,LISBOA
502617780,AJUDA DE MÃE ASSOC DE SOLIIDARIEDADE SOCIAL,LISBOA
510525555,AJUDA E COLO - ASSOCIAÇÃO DE SOLIDARIEDADE,ARGONCILHE
508682703,AJUDARIS - ASSOCIAÇÃO DE SOLIDARIEDADE SOCIAL,PORTO
506833399,"AJUDE, ASSOCIAÇÃO JUVENIL PARA O DESENVOLVIMENTO",CRUZ QUEBRADA - DAFUNDO
513570799,AKTO - ASSOCIAÇÃO PARA A PROMOÇÃO DOS DIREITOS HUMANOS E DEMOCRACIA,COIMBRA
503826162,AL KANTARA ASSOCIAÇÃO CULTURAL,LISBOA
501132325,ALA DE NUN ALVARES DE GONDOMAR,GONDOMAR
501984666,ALADI-ASSOCIAÇÃO LAVRENSE DE APOIO AO DIMINUIDO INTELECTUAL,LAVRA
516569759,ALBARDEIRA ASSOCIAÇÃO CULTURAL,OURéM
504909487,ALBI ASTA - ASSOCIAÇÃO DE TEATRO E OUTRAS ARTES DO DISTRITO DE CASTELO BRANCO,COVILHÃ
508893712,ALBIGYM - ASSOCIAÇÃO JUVENIL GIMNODESPORTIVA E CULTURAL MAGDA ROCHA,CASTELO BRANCO
513216090,ALDAF-ASSOCIAÇÃO LOUSADENSE DOS DEFICIENTES DOS SEUS AMIGOS E FAMILIARES,LOUSADA
507067134,ALDEIA NOVA - ASSOCIAÇÃO DE DESENVOLVIMENTO SOCIAL DE VILA NOVA DE S. BENTO,VILA NOVA DE SÃO BENTO
501791965,ALDEIAS INTERNACIONAIS CRIANCAS EM PORTUGAL,MARTIRES
592000834,ALIANÇA EVANGELICA PORTUGUESA,BENFICA
514111232,ALMADA MUNDO-ASSOCIAÇÃO INTERNACIONAL DE EDUCAÇÃO FORMAÇÃO E INOVAÇÃO,ALMADA
502064404,ALMARGEM - ASSOCIAÇÃO DE DEFESA DO PATRIMÓNIO CULTURAL E AMBIENTAL DO ALGARVE,LOULÉ
508609321,ALMASA - CENTRO DE EDUCAÇÃO ESPECIAL DE ALMADA CEEA,MONTE DE CAPARICA
512042209,ALTERNATIVA ASSOC CONTRA AS DEPENDENCIAS,SAO PEDRO
507332385,ALTI CEPÕES - ASSOCIAÇÃO LAZER E TERCEIRA IDADE,CEPÕES PTL
501991000,ALVORADA FUTEBOL CLUBE DE ERVIDEL,ERVIDEL
514159197,AMA - ASSOCIAÇÃO MAFALDA E AMIGOS,PORTO
509746470,AMAD - ASSOCIAÇÃO DE MUSICA E ARTES DO DÃO,SANTA COMBA DÃO
510901581,AMADOS - ASSOCIAÇÃO MINHOTA DE APOIO AO DOENTE ONCOLÓGICO DE SENOLOGIA - CASA DE ACOLHIMENTO BRACARA AUGUSTA,BRAGA
503121371,AMAR - ASSOCIAÇÃO MACINHATENSE DE ASSISTENCIA RECREIO E CULTURA,MACINHATA DO VOUGA
510400884,AMAR 21 - ASSOCIAÇÃO DE APOIO À TRISSOMIA 21 E OUTRAS PERTURBAÇÕES DO NEURODESENVOLVIMENTO,VILAR DO MONTE
506634841,AMARA - ASSOCIAÇÃO PELA DIGNIDADE NA VIDA E NA MORTE,LISBOA
506777600,AMAS - ASSOCIAÇÃO MAMEDENSE DE APOIO SOCIAL,SÃO MAMEDE DE INFESTA
510899170,AMDK - ASSOCIAÇÃO MARCIAL E DESPORTIVA DE KARATÉ - PORTUGAL,PENACOVA
507967038,AME - ASSOCIAÇÃO MUTUALISTA DOS ENGENHEIROS,LISBOA
502451319,AMICI BONI CONSILII OBRA ABC,RIO TINTO
508504295,AMIGAS DO PEITO - ASSOCIAÇÃO HUMANITARIA DE APOIO A MULHER COM CANCRO DE MAMA,LISBOA
514522828,AMIGOS DA ESTRELA - ASSOCIAÇÃO DE SOLIDARIEDADE SOCIAL,LISBOA
501644261,AMIGOS DE ALDEIA DA PONTE,ALDEIA DA PONTE
506285685,AMIGOS DO SOLAR CONDES DE RESENDE - CONFRARIA QUEIROSIANA,CANELAS VNG
501437010,AMIGOS DOS PEQUENINOS,SILVES
500990972,AMITEI - ASSOCIAÇÃO DE SOLIDARIEDADE SOCIAL DE MARRAZES,MARRAZES
501550160,AMIZADE A INFANCIA E TERCEIRA IDADE DE ALDEIA DA MATA,ALDEIA DA MATA
515924610,AMMED - ASSOCIAÇÃO MUTUALISTA DO MEDICO DENTISTA,LISBOA
501223738,"AMNISTIA INTERNACIONAL - PORTUGAL, ABREVIADAMENTE A.I. - PORTUGAL",LISBOA
502106956,AMORAMA-ASSOCIAÇÃO DE PAIS E AMIGOS DE DEFICIENTES PROFUNDOS,AMADORA
501523219,AMOS-ASSOCIAÇÃO DE MOSELOS-VISEU,VISEU
504015907,AMOVALFLOR - ASSOCIAÇÃO DE MORADORES DO VALE DO FORNO IPSS,ODIVELAS
513502920,AMPARO DA CRIANÇA - ASSOCIAÇÃO DE SOLIDARIEDADE SOCIAL,SÃO JOÃO DA MADEIRA
509410456,AMPLOSIG - ASSOCIAÇÃO DE MÃES E PAIS PELA LIBERDADE DE ORIENTAÇÃO SEXUAL E IDENTIDADE DE GÉNERO,LISBOA
503107344,AMRT - ASSOCIAÇÃO PARA A MUDANÇA E REPRESENTAÇÃO TRANSCULTURAL,UNHOS
503864234,AMTA - ASSOCIAÇÃO MUTUALISTA TRIBUTARIA E ADUANEIRA,LISBOA
501634851,AMUT - ASSOCIAÇÃO MUTUALISTA DE GONDOMAR,GONDOMAR
506509923,ANAP - ASSOCIAÇÃO NACIONAL DE AJUDA AOS POBRES,PORTO
